,xaxis,yaxis
0,0.25,57.0162550083281
1,0.5,55.524752655243915
2,0.75,54.57148087541373
3,1.0,53.56286482592654
4,1.25,52.2494786993085
5,1.5,50.57006232345783
6,1.75,48.52679606719363
7,2.0,46.14863916592397
8,2.25,43.48251647064965
9,2.5,40.590005538841645
